County,State,Country,LastUpdate,Lat,Long,Confirmed,Deaths,Recovered,Date,Population,Confirmed_Change,Deaths_Change,Confirmed_POPPCT,Confirmed_POPADJ_GF,Confirmed_POPADJ_GF_Change,Deaths_POPPCT,Deaths_POPADJ_GF,Deaths_POPADJ_GF_Change
Oconto,WI,USA,2020-03-24T23:37:31,45.02715345,-88.26807503,0,0,0,03-24-2020,37830,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Oconto,WI,USA,2020-03-23T23:19:34,45.02715345,-88.26807503,0,0,0,03-23-2020,37830,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,WI,USA,2020-03-27T22:14:55,43.94641218,-90.618819,1,0,0,03-27-2020,46051,0,0,0.0021715055047664546,1.528096,0.321704,0.0,0.0,0.0
Monroe,WI,USA,2020-03-26T23:48:35,43.94641218,-90.618819,1,0,0,03-26-2020,46051,0,0,0.0021715055047664546,1.206392,0.482557,0.0,0.0,0.0
Monroe,WI,USA,2020-03-25T23:33:19,43.94641218,-90.618819,1,0,0,03-25-2020,46051,1,0,0.0021715055047664546,0.723835,0.723835,0.0,0.0,0.0
Monroe,WI,USA,2020-03-24T23:37:31,43.94641218,-90.618819,0,0,0,03-24-2020,46051,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,WI,USA,2020-03-23T23:19:34,43.94641218,-90.618819,0,0,0,03-23-2020,46051,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee,WI,USA,2020-03-27T22:14:55,43.00486062,-87.96733172,411,8,0,03-27-2020,948201,64,1,0.043345240091499586,34.439487,4.452877,0.0008437029701508434,0.601529,0.121087
Milwaukee,WI,USA,2020-03-26T23:48:35,43.00486062,-87.96733172,347,7,0,03-26-2020,948201,22,3,0.03659561633029284,29.98661,3.304504,0.0007382400988819881,0.480442,0.128899
Milwaukee,WI,USA,2020-03-25T23:33:19,43.00486062,-87.96733172,325,4,0,03-25-2020,948201,82,1,0.03427543316237802,26.682106,3.796663,0.0004218514850754217,0.351543,0.035154
Milwaukee,WI,USA,2020-03-24T23:37:31,43.00486062,-87.96733172,243,3,0,03-24-2020,948201,39,0,0.025627477718331876,22.885443,1.371017,0.00031638861380656636,0.316389,0.0
Milwaukee,WI,USA,2020-03-23T23:19:34,43.00486062,-87.96733172,204,3,0,03-23-2020,948201,0,0,0.02151442573884651,21.514426,0.0,0.00031638861380656636,0.316389,0.0
Menominee,WI,USA,2020-03-27T22:14:55,45.00422544,-88.70950714,0,0,0,03-27-2020,4658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Menominee,WI,USA,2020-03-26T23:48:35,45.00422544,-88.70950714,0,0,0,03-26-2020,4658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Menominee,WI,USA,2020-03-25T23:33:19,45.00422544,-88.70950714,0,0,0,03-25-2020,4658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Menominee,WI,USA,2020-03-24T23:37:31,45.00422544,-88.70950714,0,0,0,03-24-2020,4658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Menominee,WI,USA,2020-03-23T23:19:34,45.00422544,-88.70950714,0,0,0,03-23-2020,4658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette,WI,USA,2020-03-27T22:14:55,43.81911946,-89.40073763,0,0,0,03-27-2020,15434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette,WI,USA,2020-03-26T23:48:35,43.81911946,-89.40073763,0,0,0,03-26-2020,15434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette,WI,USA,2020-03-25T23:33:19,43.81911946,-89.40073763,0,0,0,03-25-2020,15434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette,WI,USA,2020-03-24T23:37:31,43.81911946,-89.40073763,0,0,0,03-24-2020,15434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marquette,WI,USA,2020-03-23T23:19:34,43.81911946,-89.40073763,0,0,0,03-23-2020,15434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marinette,WI,USA,2020-03-27T22:14:55,45.38553432,-88.03324599999998,1,0,0,03-27-2020,40434,1,0,0.0024731661473017755,0.824389,0.824389,0.0,0.0,0.0
Marinette,WI,USA,2020-03-26T23:48:35,45.38553432,-88.03324599999998,0,0,0,03-26-2020,40434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marinette,WI,USA,2020-03-25T23:33:19,45.38553432,-88.03324599999998,0,0,0,03-25-2020,40434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marinette,WI,USA,2020-03-24T23:37:31,45.38553432,-88.03324599999998,0,0,0,03-24-2020,40434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marinette,WI,USA,2020-03-23T23:19:34,45.38553432,-88.03324599999998,0,0,0,03-23-2020,40434,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marathon,WI,USA,2020-03-27T22:14:55,44.89792533,-89.75863384,1,0,0,03-27-2020,135428,0,0,0.0007383997400832916,0.7384,0.0,0.0,0.0,0.0
Marathon,WI,USA,2020-03-26T23:48:35,44.89792533,-89.75863384,1,0,0,03-26-2020,135428,0,0,0.0007383997400832916,0.7384,0.0,0.0,0.0,0.0
Marathon,WI,USA,2020-03-25T23:33:19,44.89792533,-89.75863384,1,0,0,03-25-2020,135428,0,0,0.0007383997400832916,0.7384,0.0,0.0,0.0,0.0
Marathon,WI,USA,2020-03-24T23:37:31,44.89792533,-89.75863384,1,0,0,03-24-2020,135428,0,0,0.0007383997400832916,0.7384,0.0,0.0,0.0,0.0
Marathon,WI,USA,2020-03-23T23:19:34,44.89792533,-89.75863384,1,0,0,03-23-2020,135428,0,0,0.0007383997400832916,0.7384,0.0,0.0,0.0,0.0
Manitowoc,WI,USA,2020-03-27T22:14:55,44.11946801,-87.80928853,0,0,0,03-27-2020,79074,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manitowoc,WI,USA,2020-03-26T23:48:35,44.11946801,-87.80928853,0,0,0,03-26-2020,79074,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manitowoc,WI,USA,2020-03-25T23:33:19,44.11946801,-87.80928853,0,0,0,03-25-2020,79074,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manitowoc,WI,USA,2020-03-24T23:37:31,44.11946801,-87.80928853,0,0,0,03-24-2020,79074,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manitowoc,WI,USA,2020-03-23T23:19:34,44.11946801,-87.80928853,0,0,0,03-23-2020,79074,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,WI,USA,2020-03-27T22:14:55,45.33737523,-89.73411273,0,0,0,03-27-2020,27689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,WI,USA,2020-03-26T23:48:35,45.33737523,-89.73411273,0,0,0,03-26-2020,27689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,WI,USA,2020-03-25T23:33:19,45.33737523,-89.73411273,0,0,0,03-25-2020,27689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,WI,USA,2020-03-24T23:37:31,45.33737523,-89.73411273,0,0,0,03-24-2020,27689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,WI,USA,2020-03-23T23:19:34,45.33737523,-89.73411273,0,0,0,03-23-2020,27689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Langlade,WI,USA,2020-03-27T22:14:55,45.26271619,-89.07483625,0,0,0,03-27-2020,19268,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Langlade,WI,USA,2020-03-26T23:48:35,45.26271619,-89.07483625,0,0,0,03-26-2020,19268,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Langlade,WI,USA,2020-03-25T23:33:19,45.26271619,-89.07483625,0,0,0,03-25-2020,19268,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Langlade,WI,USA,2020-03-24T23:37:31,45.26271619,-89.07483625,0,0,0,03-24-2020,19268,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Langlade,WI,USA,2020-03-23T23:19:34,45.26271619,-89.07483625,0,0,0,03-23-2020,19268,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,WI,USA,2020-03-27T22:14:55,42.66005229,-90.1317729,0,0,0,03-27-2020,16665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,WI,USA,2020-03-26T23:48:35,42.66005229,-90.1317729,0,0,0,03-26-2020,16665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,WI,USA,2020-03-25T23:33:19,42.66005229,-90.1317729,0,0,0,03-25-2020,16665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,WI,USA,2020-03-24T23:37:31,42.66005229,-90.1317729,0,0,0,03-24-2020,16665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lafayette,WI,USA,2020-03-23T23:19:34,42.66005229,-90.1317729,0,0,0,03-23-2020,16665,0,0,0.0,0.0,0.0,0.0,0.0,0.0
La Crosse,WI,USA,2020-03-27T22:14:55,43.90632465,-91.11451093,14,0,0,03-27-2020,118230,2,0,0.011841326228537596,8.7087,1.566313,0.0,0.0,0.0
La Crosse,WI,USA,2020-03-26T23:48:35,43.90632465,-91.11451093,12,0,0,03-26-2020,118230,2,0,0.01014970819588937,7.142387,1.50366,0.0,0.0,0.0
La Crosse,WI,USA,2020-03-25T23:33:19,43.90632465,-91.11451093,10,0,0,03-25-2020,118230,5,0,0.008458090163241139,5.638727,1.409682,0.0,0.0,0.0
La Crosse,WI,USA,2020-03-24T23:37:31,43.90632465,-91.11451093,5,0,0,03-24-2020,118230,0,0,0.0042290450816205695,4.229045,0.0,0.0,0.0,0.0
La Crosse,WI,USA,2020-03-23T23:19:34,43.90632465,-91.11451093,5,0,0,03-23-2020,118230,0,0,0.0042290450816205695,4.229045,0.0,0.0,0.0,0.0
Kewaunee,WI,USA,2020-03-27T22:14:55,44.51727459,-87.61468386,0,0,0,03-27-2020,20383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kewaunee,WI,USA,2020-03-26T23:48:35,44.51727459,-87.61468386,0,0,0,03-26-2020,20383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kewaunee,WI,USA,2020-03-25T23:33:19,44.51727459,-87.61468386,0,0,0,03-25-2020,20383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kewaunee,WI,USA,2020-03-24T23:37:31,44.51727459,-87.61468386,0,0,0,03-24-2020,20383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kewaunee,WI,USA,2020-03-23T23:19:34,44.51727459,-87.61468386,0,0,0,03-23-2020,20383,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kenosha,WI,USA,2020-03-27T22:14:55,42.57639354,-88.04051686,23,0,0,03-27-2020,169290,4,0,0.01358615393703113,10.406571,1.589792,0.0,0.0,0.0
Kenosha,WI,USA,2020-03-26T23:48:35,42.57639354,-88.04051686,19,0,0,03-26-2020,169290,5,0,0.011223344556677891,8.816779,1.203282,0.0,0.0,0.0
Kenosha,WI,USA,2020-03-25T23:33:19,42.57639354,-88.04051686,14,0,0,03-25-2020,169290,1,0,0.008269832831236341,7.613497,0.328168,0.0,0.0,0.0
Kenosha,WI,USA,2020-03-24T23:37:31,42.57639354,-88.04051686,13,0,0,03-24-2020,169290,1,0,0.00767913048614803,7.285329,0.196901,0.0,0.0,0.0
Kenosha,WI,USA,2020-03-23T23:19:34,42.57639354,-88.04051686,12,0,0,03-23-2020,169290,0,0,0.00708842814105972,7.088428,0.0,0.0,0.0,0.0
Juneau,WI,USA,2020-03-27T22:14:55,43.92456975,-90.11120239,2,0,0,03-27-2020,26617,1,0,0.007513994815343577,3.339553,2.087221,0.0,0.0,0.0
Juneau,WI,USA,2020-03-26T23:48:35,43.92456975,-90.11120239,1,0,0,03-26-2020,26617,1,0,0.0037569974076717885,1.252332,1.252332,0.0,0.0,0.0
Juneau,WI,USA,2020-03-25T23:33:19,43.92456975,-90.11120239,0,0,0,03-25-2020,26617,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Juneau,WI,USA,2020-03-24T23:37:31,43.92456975,-90.11120239,0,0,0,03-24-2020,26617,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Juneau,WI,USA,2020-03-23T23:19:34,43.92456975,-90.11120239,0,0,0,03-23-2020,26617,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson,WI,USA,2020-03-27T22:14:55,43.02054068,-88.77529134,6,0,0,03-27-2020,85129,1,0,0.0070481269602603105,5.452872,0.797628,0.0,0.0,0.0
Jefferson,WI,USA,2020-03-26T23:48:35,43.02054068,-88.77529134,5,0,0,03-26-2020,85129,0,0,0.005873439133550259,4.655244,0.609097,0.0,0.0,0.0
Jefferson,WI,USA,2020-03-25T23:33:19,43.02054068,-88.77529134,5,0,0,03-25-2020,85129,1,0,0.005873439133550259,4.046147,0.913646,0.0,0.0,0.0
Jefferson,WI,USA,2020-03-24T23:37:31,43.02054068,-88.77529134,4,0,0,03-24-2020,85129,2,0,0.004698751306840207,3.132501,0.783125,0.0,0.0,0.0
Jefferson,WI,USA,2020-03-23T23:19:34,43.02054068,-88.77529134,2,0,0,03-23-2020,85129,0,0,0.0023493756534201035,2.349376,0.0,0.0,0.0,0.0
Jackson,WI,USA,2020-03-27T22:14:55,44.31864893,-90.80566792,0,0,0,03-27-2020,20478,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,WI,USA,2020-03-26T23:48:35,44.31864893,-90.80566792,0,0,0,03-26-2020,20478,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,WI,USA,2020-03-25T23:33:19,44.31864893,-90.80566792,0,0,0,03-25-2020,20478,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,WI,USA,2020-03-24T23:37:31,44.31864893,-90.80566792,0,0,0,03-24-2020,20478,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson,WI,USA,2020-03-23T23:19:34,44.31864893,-90.80566792,0,0,0,03-23-2020,20478,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Iron,WI,USA,2020-03-27T22:14:55,46.26302338,-90.24295041,1,1,0,03-27-2020,5676,1,1,0.017618040873854827,5.87268,5.87268,0.017618040873854827,5.87268,5.87268
Iron,WI,USA,2020-03-26T23:48:35,46.26302338,-90.24295041,0,0,0,03-26-2020,5676,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Iron,WI,USA,2020-03-25T23:33:19,46.26302338,-90.24295041,0,0,0,03-25-2020,5676,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Iron,WI,USA,2020-03-24T23:37:31,46.26302338,-90.24295041,0,0,0,03-24-2020,5676,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Iron,WI,USA,2020-03-23T23:19:34,46.26302338,-90.24295041,0,0,0,03-23-2020,5676,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Iowa,WI,USA,2020-03-27T22:14:55,43.00050278,-90.13469017,3,0,0,03-27-2020,23771,0,0,0.012620419839299988,9.296523,1.661948,0.0,0.0,0.0
Iowa,WI,USA,2020-03-26T23:48:35,43.00050278,-90.13469017,3,0,0,03-26-2020,23771,0,0,0.012620419839299988,7.634575,2.492922,0.0,0.0,0.0
Iowa,WI,USA,2020-03-25T23:33:19,43.00050278,-90.13469017,3,0,0,03-25-2020,23771,2,0,0.012620419839299988,5.141653,3.739384,0.0,0.0,0.0
Iowa,WI,USA,2020-03-24T23:37:31,43.00050278,-90.13469017,1,0,0,03-24-2020,23771,1,0,0.004206806613099996,1.402269,1.402269,0.0,0.0,0.0
Iowa,WI,USA,2020-03-23T23:19:34,43.00050278,-90.13469017,0,0,0,03-23-2020,23771,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green Lake,WI,USA,2020-03-27T22:14:55,43.80025981,-89.04679553,0,0,0,03-27-2020,18918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green Lake,WI,USA,2020-03-26T23:48:35,43.80025981,-89.04679553,0,0,0,03-26-2020,18918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green Lake,WI,USA,2020-03-25T23:33:19,43.80025981,-89.04679553,0,0,0,03-25-2020,18918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green Lake,WI,USA,2020-03-24T23:37:31,43.80025981,-89.04679553,0,0,0,03-24-2020,18918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green Lake,WI,USA,2020-03-23T23:19:34,43.80025981,-89.04679553,0,0,0,03-23-2020,18918,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Green,WI,USA,2020-03-27T22:14:55,42.6794956,-89.60243287,3,0,0,03-27-2020,36929,2,0,0.008123696823634542,4.513165,1.805266,0.0,0.0,0.0
Green,WI,USA,2020-03-26T23:48:35,42.6794956,-89.60243287,1,0,0,03-26-2020,36929,0,0,0.002707898941211514,2.707899,0.0,0.0,0.0,0.0
Green,WI,USA,2020-03-25T23:33:19,42.6794956,-89.60243287,1,0,0,03-25-2020,36929,0,0,0.002707898941211514,2.707899,0.0,0.0,0.0,0.0
Green,WI,USA,2020-03-24T23:37:31,42.6794956,-89.60243287,1,0,0,03-24-2020,36929,0,0,0.002707898941211514,2.707899,0.0,0.0,0.0,0.0
Green,WI,USA,2020-03-23T23:19:34,42.6794956,-89.60243287,1,0,0,03-23-2020,36929,0,0,0.002707898941211514,2.707899,0.0,0.0,0.0,0.0
Grant,WI,USA,2020-03-27T22:14:55,42.8671731,-90.7063218,1,0,0,03-27-2020,51554,0,0,0.0019397136982581369,1.364984,0.287365,0.0,0.0,0.0
Grant,WI,USA,2020-03-26T23:48:35,42.8671731,-90.7063218,1,0,0,03-26-2020,51554,0,0,0.0019397136982581369,1.077619,0.431048,0.0,0.0,0.0
Grant,WI,USA,2020-03-25T23:33:19,42.8671731,-90.7063218,1,0,0,03-25-2020,51554,1,0,0.0019397136982581369,0.646571,0.646571,0.0,0.0,0.0
Grant,WI,USA,2020-03-24T23:37:31,42.8671731,-90.7063218,0,0,0,03-24-2020,51554,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,WI,USA,2020-03-23T23:19:34,42.8671731,-90.7063218,0,0,0,03-23-2020,51554,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,WI,USA,2020-03-27T22:14:55,45.66678019,-88.77084892,0,0,0,03-27-2020,8991,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,WI,USA,2020-03-26T23:48:35,45.66678019,-88.77084892,0,0,0,03-26-2020,8991,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,WI,USA,2020-03-25T23:33:19,45.66678019,-88.77084892,0,0,0,03-25-2020,8991,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,WI,USA,2020-03-24T23:37:31,45.66678019,-88.77084892,0,0,0,03-24-2020,8991,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,WI,USA,2020-03-23T23:19:34,45.66678019,-88.77084892,0,0,0,03-23-2020,8991,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fond du Lac,WI,USA,2020-03-27T22:14:55,43.75354908,-88.48885325,18,1,0,03-27-2020,103066,1,0,0.017464537286787107,16.865616,0.29946,0.0009702520714881727,0.970252,0.0
Fond du Lac,WI,USA,2020-03-26T23:48:35,43.75354908,-88.48885325,17,1,0,03-26-2020,103066,-1,0,0.016494285215298936,16.566156,-0.035935,0.0009702520714881727,0.970252,0.0
Fond du Lac,WI,USA,2020-03-25T23:33:19,43.75354908,-88.48885325,18,1,0,03-25-2020,103066,0,0,0.017464537286787107,16.602091,0.431223,0.0009702520714881727,0.970252,0.0
Fond du Lac,WI,USA,2020-03-24T23:37:31,43.75354908,-88.48885325,18,1,0,03-24-2020,103066,2,0,0.017464537286787107,16.170868,0.646835,0.0009702520714881727,0.970252,0.0
Fond du Lac,WI,USA,2020-03-23T23:19:34,43.75354908,-88.48885325,16,1,0,03-23-2020,103066,0,0,0.015524033143810763,15.524033,0.0,0.0009702520714881727,0.970252,0.0
Florence,WI,USA,2020-03-27T22:14:55,45.84963535,-88.39804137,0,0,0,03-27-2020,4321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Florence,WI,USA,2020-03-26T23:48:35,45.84963535,-88.39804137,0,0,0,03-26-2020,4321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Florence,WI,USA,2020-03-25T23:33:19,45.84963535,-88.39804137,0,0,0,03-25-2020,4321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Florence,WI,USA,2020-03-24T23:37:31,45.84963535,-88.39804137,0,0,0,03-24-2020,4321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Florence,WI,USA,2020-03-23T23:19:34,45.84963535,-88.39804137,0,0,0,03-23-2020,4321,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eau Claire,WI,USA,2020-03-27T22:14:55,44.726614,-91.28609183,7,0,0,03-27-2020,104534,1,0,0.006696385864886066,5.350023,0.673182,0.0,0.0,0.0
Eau Claire,WI,USA,2020-03-26T23:48:35,44.726614,-91.28609183,6,0,0,03-26-2020,104534,1,0,0.005739759312759485,4.676841,0.531459,0.0,0.0,0.0
Eau Claire,WI,USA,2020-03-25T23:33:19,44.726614,-91.28609183,5,0,0,03-25-2020,104534,1,0,0.004783132760632905,4.145382,0.318876,0.0,0.0,0.0
Eau Claire,WI,USA,2020-03-24T23:37:31,44.726614,-91.28609183,4,0,0,03-24-2020,104534,0,0,0.0038265062085063232,3.826506,0.0,0.0,0.0,0.0
Eau Claire,WI,USA,2020-03-23T23:19:34,44.726614,-91.28609183,4,0,0,03-23-2020,104534,0,0,0.0038265062085063232,3.826506,0.0,0.0,0.0,0.0
Dunn,WI,USA,2020-03-27T22:14:55,44.94562799,-91.8962481,2,0,0,03-27-2020,45131,1,0,0.004431543728257738,2.954362,0.73859,0.0,0.0,0.0
Dunn,WI,USA,2020-03-26T23:48:35,44.94562799,-91.8962481,1,0,0,03-26-2020,45131,0,0,0.002215771864128869,2.215772,0.0,0.0,0.0,0.0
Dunn,WI,USA,2020-03-25T23:33:19,44.94562799,-91.8962481,1,0,0,03-25-2020,45131,0,0,0.002215771864128869,2.215772,0.0,0.0,0.0,0.0
Dunn,WI,USA,2020-03-24T23:37:31,44.94562799,-91.8962481,1,0,0,03-24-2020,45131,0,0,0.002215771864128869,2.215772,0.0,0.0,0.0,0.0
Dunn,WI,USA,2020-03-23T23:19:34,44.94562799,-91.8962481,1,0,0,03-23-2020,45131,0,0,0.002215771864128869,2.215772,0.0,0.0,0.0,0.0
Douglas,WI,USA,2020-03-27T22:14:55,46.43222285,-91.91595768,5,0,0,03-27-2020,43208,1,0,0.011571931123865951,9.114682,1.228625,0.0,0.0,0.0
Douglas,WI,USA,2020-03-26T23:48:35,46.43222285,-91.91595768,4,0,0,03-26-2020,43208,0,0,0.009257544899092762,7.886057,0.685744,0.0,0.0,0.0
Douglas,WI,USA,2020-03-25T23:33:19,46.43222285,-91.91595768,4,0,0,03-25-2020,43208,0,0,0.009257544899092762,7.200313,1.028616,0.0,0.0,0.0
Douglas,WI,USA,2020-03-24T23:37:31,46.43222285,-91.91595768,4,0,0,03-24-2020,43208,2,0,0.009257544899092762,6.171697,1.542925,0.0,0.0,0.0
Douglas,WI,USA,2020-03-23T23:19:34,46.43222285,-91.91595768,2,0,0,03-23-2020,43208,0,0,0.004628772449546381,4.628772,0.0,0.0,0.0,0.0
Door,WI,USA,2020-03-27T22:14:55,44.95856458,-87.30002707,0,0,0,03-27-2020,27610,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Door,WI,USA,2020-03-26T23:48:35,44.95856458,-87.30002707,0,0,0,03-26-2020,27610,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Door,WI,USA,2020-03-25T23:33:19,44.95856458,-87.30002707,0,0,0,03-25-2020,27610,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Door,WI,USA,2020-03-24T23:37:31,44.95856458,-87.30002707,0,0,0,03-24-2020,27610,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Door,WI,USA,2020-03-23T23:19:34,44.95856458,-87.30002707,0,0,0,03-23-2020,27610,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dodge,WI,USA,2020-03-27T22:14:55,43.41576662,-88.70928178,6,0,0,03-27-2020,87847,3,0,0.006830056803305748,4.216084,1.306986,0.0,0.0,0.0
Dodge,WI,USA,2020-03-26T23:48:35,43.41576662,-88.70928178,3,0,0,03-26-2020,87847,0,0,0.003415028401652874,2.909098,0.252965,0.0,0.0,0.0
Dodge,WI,USA,2020-03-25T23:33:19,43.41576662,-88.70928178,3,0,0,03-25-2020,87847,1,0,0.003415028401652874,2.656133,0.379447,0.0,0.0,0.0
Dodge,WI,USA,2020-03-24T23:37:31,43.41576662,-88.70928178,2,0,0,03-24-2020,87847,0,0,0.0022766856011019157,2.276686,0.0,0.0,0.0,0.0
Dodge,WI,USA,2020-03-23T23:19:34,43.41576662,-88.70928178,2,0,0,03-23-2020,87847,0,0,0.0022766856011019157,2.276686,0.0,0.0,0.0,0.0
Dane,WI,USA,2020-03-27T22:14:55,43.06601594,-89.41733797,158,1,0,03-27-2020,542364,24,0,0.02913172703203015,21.465243,3.833241,0.00018437801919006424,0.129747,0.027315
Dane,WI,USA,2020-03-26T23:48:35,43.06601594,-89.41733797,134,1,0,03-26-2020,542364,46,0,0.024706654571468607,17.632002,3.537327,0.00018437801919006424,0.102432,0.040973
Dane,WI,USA,2020-03-25T23:33:19,43.06601594,-89.41733797,88,1,0,03-25-2020,542364,16,1,0.016225265688725652,14.094675,1.065295,0.00018437801919006424,0.061459,0.061459
Dane,WI,USA,2020-03-24T23:37:31,43.06601594,-89.41733797,72,0,0,03-24-2020,542364,2,0,0.013275217381684625,13.02938,0.122919,0.0,0.0,0.0
Dane,WI,USA,2020-03-23T23:19:34,43.06601594,-89.41733797,70,0,0,03-23-2020,542364,0,0,0.012906461343304497,12.906461,0.0,0.0,0.0,0.0
Crawford,WI,USA,2020-03-27T22:14:55,43.23870316,-90.93073686,0,0,0,03-27-2020,16291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,WI,USA,2020-03-26T23:48:35,43.23870316,-90.93073686,0,0,0,03-26-2020,16291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,WI,USA,2020-03-25T23:33:19,43.23870316,-90.93073686,0,0,0,03-25-2020,16291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,WI,USA,2020-03-24T23:37:31,43.23870316,-90.93073686,0,0,0,03-24-2020,16291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,WI,USA,2020-03-23T23:19:34,43.23870316,-90.93073686,0,0,0,03-23-2020,16291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Columbia,WI,USA,2020-03-27T22:14:55,43.46492199,-89.33589004,6,0,0,03-27-2020,57358,1,0,0.010460615781582342,9.298325,0.581145,0.0,0.0,0.0
Columbia,WI,USA,2020-03-26T23:48:35,43.46492199,-89.33589004,5,0,0,03-26-2020,57358,0,0,0.008717179817985286,8.71718,0.0,0.0,0.0,0.0
Columbia,WI,USA,2020-03-25T23:33:19,43.46492199,-89.33589004,5,0,0,03-25-2020,57358,0,0,0.008717179817985286,8.71718,0.0,0.0,0.0,0.0
Columbia,WI,USA,2020-03-24T23:37:31,43.46492199,-89.33589004,5,0,0,03-24-2020,57358,0,0,0.008717179817985286,8.71718,0.0,0.0,0.0,0.0
Columbia,WI,USA,2020-03-23T23:19:34,43.46492199,-89.33589004,5,0,0,03-23-2020,57358,0,0,0.008717179817985286,8.71718,0.0,0.0,0.0,0.0
